0.153298 0.84855 -0.270547 -0.428098 -0.550097 0.445322 -0.407827 89 0
-0.430604 -0.276279 -0.0127768 0.85912 -0.947561 0.249678 3.14191 63 0
0.444093 0.570122 -0.232539 -0.650897 -1.57891 1.52451 2.66687 53 0
-0.0182709 0.248717 -0.500572 0.828995 -0.625126 0.125979 -0.907052 11 0
-0.21995 -0.390608 0.888347 0.0994276 0.899794 1.49523 -2.42576 73 0
-0.591795 -0.161779 0.553295 0.563445 -0.686317 1.42302 1.37332 5 0
0.548801 -0.0112166 -0.273785 0.789767 -0.117699 -2.02755 0.080839 66 0
0.303652 0.808327 -0.381157 -0.330335 -0.594187 -0.21005 -0.172312 20 0
-0.313995 0.0920291 -0.457652 0.826735 0.219442 -1.33734 1.02969 20 0
0.56341 -0.0501049 -0.52829 -0.63322 1.8608 0.187149 0.0962128 89 0
0.765537 0.0550867 -0.547714 -0.333058 1.8416 -4.47473 0.813693 61 0
-0.231141 -0.657858 0.570659 0.433755 -0.91557 3.19938 0.799032 63 0
-0.346347 0.0864693 0.912762 -0.198573 -1.68056 -1.9141 0.257779 70 0
-0.062832 0.331554 -0.570602 0.74869 2.60926 -1.83034 -0.710341 53 0
-0.352407 0.0549096 0.911979 -0.202703 -1.51128 -1.68796 0.256146 47 0
0.363125 0.0816823 -0.252411 0.893172 0.579926 -0.336886 0.836572 66 0
0.763092 -0.132681 -0.065819 0.629089 0.119091 -2.75207 0.507557 52 0
0.0313418 0.931155 -0.262958 -0.250642 -0.482949 -0.970812 -0.684359 51 0
-0.500314 0.859992 0.0545442 -0.0844083 0.63633 -1.08637 0.294229 81 0
0.754131 0.000903563 -0.567164 -0.331076 1.38938 -4.51101 0.294889 69 0
0.807921 -0.111632 -0.060361 0.575463 0.109789 0.410307 2.33512 73 0
-0.435456 -0.267778 -0.00971752 0.859406 -0.809651 0.314038 3.34431 56 0
0.745613 -0.0278838 0.301379 0.593678 0.6827 0.422253 1.79041 12 0
-0.510578 0.362361 0.385691 0.677677 1.15228 -1.79761 -1.19152 53 0
-0.491117 0.864142 0.0660726 -0.0877267 0.641046 -1.07321 0.337173 50 0
0.415794 0.316335 -0.109113 0.84566 0.511654 1.44579 0.67312 89 0
-0.611285 -0.188487 0.579118 0.505395 -1.31657 2.33878 1.08487 5 0
0.835428 0.218295 0.0423163 0.50261 -0.0993723 1.96675 0.194521 83 0
-0.348891 -0.206986 0.876895 0.25785 1.53513 1.02396 -1.18323 18 0
-0.455007 -0.0450194 0.767217 0.449798 1.42934 0.257794 -0.755468 42 0
-0.0477224 0.379603 -0.664277 0.642152 2.12622 -2.293 -1.37177 6 0
-0.401419 -0.210533 0.845809 0.281326 1.65198 1.23179 -0.677112 70 0
0.481133 0.518956 -0.166229 -0.686705 -1.8398 2.18727 2.54893 75 0
-0.171132 0.91356 -0.320139 -0.183391 -0.105965 -0.244493 -0.377994 90 0
-0.440316 -0.225165 0.804176 0.329732 1.18624 1.1517 -0.556757 74 0
-0.347523 0.0357403 -0.449762 0.821988 -0.0563936 -1.75745 0.906585 20 0
-0.399245 -0.178912 -0.197591 0.877241 -1.1869 -0.343043 2.79078 49 0
-0.519176 -0.291348 0.725292 0.345723 1.18564 1.58095 0.408887 94 0
0.612933 -0.629834 -0.397828 0.263353 -1.82457 -2.63683 1.80354 11 0
0.338823 0.483882 -0.111283 -0.79917 -2.21972 1.58336 3.10939 79 0
-0.28068 -0.198139 0.911077 0.227812 1.13569 0.725147 -1.61636 43 0
0.777455 0.0902722 -0.550936 -0.289628 1.56858 -4.48427 1.09909 69 0
-0.347291 -0.591354 0.404441 0.605076 -1.96891 3.34165 1.95085 39 0
-0.564763 -0.289243 0.597863 0.489838 -0.309927 0.83653 0.626662 74 0
0.135318 0.886325 -0.387465 -0.214446 0.93689 -1.46146 -1.16193 57 0
-0.415856 0.0391736 0.808726 0.414114 1.0259 0.982821 -0.539901 77 0
-0.312067 -0.369037 0.538688 0.690102 -2.01991 2.12198 0.424909 89 0
0.330156 0.670353 -0.361581 -0.557568 -1.64898 2.3338 1.65387 72 0
-0.203638 0.791275 0.512561 -0.264 -2.84724 -2.93546 -1.86287 82 0
0.279796 0.652761 -0.196381 -0.676056 -1.41361 0.634887 0.25882 89 0
-0.41255 -0.0337702 0.829347 0.375293 1.53278 0.00496877 -1.17356 19 0
-0.014585 -0.431545 0.667792 -0.606309 2.58337 -2.1174 -0.988899 54 0
-0.501096 0.31364 0.455089 0.665903 1.52602 -1.6662 -0.671159 20 0
-0.114953 -0.496503 0.846393 -0.154562 1.31041 2.78449 -1.94974 11 0
-0.541725 0.832255 0.0769816 -0.0892115 0.674536 -1.12272 0.572157 50 0
-0.299007 -0.575779 0.449448 0.61406 -1.57605 3.45586 1.86942 69 0
0.882515 0.152757 0.347125 -0.278094 -0.296239 1.13024 1.9577 79 0
0.568552 0.35915 -0.570549 -0.471415 -0.758708 1.26282 0.18526 4 0
-0.524931 0.287702 0.507825 0.619506 1.48554 -1.70057 -0.291364 17 0
-0.442855 -0.263501 -0.143584 0.844885 -1.33759 -0.664916 3.13515 9 0
-0.424143 -0.04315 0.848489 0.313541 1.55338 -0.217762 -0.999554 77 0
0.613837 -0.237054 -0.622353 -0.423894 2.64017 -1.23903 1.03968 21 0
0.585432 0.512844 -0.509249 -0.367323 -0.784728 0.968383 0.00298271 21 0
0.785907 0.0911709 -0.546722 -0.274103 1.48353 -4.53293 1.18689 39 0
-0.288126 0.956191 -0.050503 0.0113936 0.548837 -1.86416 -0.589939 50 0
-0.467131 -0.0894081 -0.0655621 0.877209 -0.214682 -0.801524 3.50186 50 0
-0.0321795 0.844585 -0.49073 0.211716 2.46962 -3.18614 -0.134357 79 0
-0.342025 0.0618624 0.801806 0.486106 0.0140145 1.37057 -0.614974 19 0
0.0252022 -0.366011 0.718002 -0.591501 2.12851 -1.70345 -1.48828 70 0
0.939729 -0.0950536 0.321042 -0.0693298 -3.67117 -1.80664 -0.263069 60 0
-0.424813 -0.0966944 -0.229017 0.870479 -0.546263 -1.4233 2.57932 9 0
-0.194144 0.798689 -0.554763 0.129002 0.124752 -2.55037 2.23717 57 0
